	B6_rep1	B6_rep2	B6_rep3	D2_rep1	D2_rep2	D2_rep3
4930439D14Rik	19	18	17	10	13	14
4930442H23Rik	74	87	69	46	38	72
4930442L01Rik	0	1	0	1	0	0
4930442P19Rik	86	110	72	63	88	77
4930443G03Rik	0	0	0	0	0	0
4930444A19Rik	74	76	68	59	72	52
4930444E06Rik	1	3	0	11	13	7
4930444G20Rik	1	6	6	2	0	3
4930444P10Rik	8	13	5	2	9	8
4930445N08Rik	2	1	3	0	1	2
4930447A16Rik	15	8	9	2	6	6
4930447C04Rik	2573	2453	1600	1976	2320	2250
4930447C11Rik	0	0	0	0	0	0
4930447F04Rik	0	0	1	0	0	0
4930448D08Rik	0	0	0	0	0	0
4930449A18Rik	0	0	0	0	0	0
4930449I04Rik	1	4	1	3	4	2
4930449I24Rik	2	0	0	0	0	0
4930451E10Rik	46	43	34	43	53	33
4930451G09Rik	335	320	214	238	305	279
4930451I11Rik	58	70	50	59	62	52
4930452B06Rik	81	69	66	21	28	30
4930453N24Rik	2938	2761	1979	1916	2127	2229
4930453O03Rik	0	2	0	1	3	0
4930455G09Rik	1	4	4	5	11	12
4930455H04Rik	6	9	8	33	86	42
4930456G14Rik	7	7	7	1	8	4
4930458D05Rik	89	118	90	12	20	23
4930465K10Rik-201	191	155	136	170	173	154
4930466I24Rik	1	1	0	0	0	0
4930467E23Rik	434	549	357	286	452	413
4930469B13Rik-001	0	0	0	0	0	0
4930469G21Rik	6	4	2	10	5	5
4930470B04Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	11	20	4	13	11	22
4930473D10Rik	3	6	3	6	4	7
4930474B08Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930477O15Rik	3	7	4	1	3	5
4930478M09Rik	1	3	1	0	2	2
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K02Rik	16	1	7	1	0	0
4930481A15Rik	838	683	665	239	276	257
4930483K19Rik	261	239	191	215	180	188
4930486F22Rik	2	3	0	4	6	3
4930486I03Rik	0	0	0	0	0	1
4930486L24Rik	2	0	4	1	0	1
4930486N12Rik	0	0	0	0	0	0
4930488N24Rik-001	1	0	0	1	0	2
4930500F10Rik	138	117	100	157	166	152
4930500M09Rik	71	59	49	51	53	48
4930502C17Rik	0	0	0	0	0	0
4930502E18Rik	8	4	0	9	2	1
4930503B20Rik	1	3	5	3	2	1
4930503E14Rik	0	0	0	0	0	0
4930503L19Rik	490	525	351	156	174	211
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	5	3	5	0	2	1
4930505M18Rik	15	17	25	14	25	16
4930505O20Rik	0	0	0	0	1	1
4930507D05Rik	37	48	33	31	34	36
4930507D10Rik	0	0	0	3	0	0
4930509H03Rik	126	114	89	112	155	126
4930511M18Rik	0	0	0	0	0	0
4930512B01Rik	200	177	138	162	199	212
4930512H18Rik	47	42	26	4	4	8
4930512M02Rik	0	0	0	0	0	0
4930513N10Rik	165	176	106	94	129	112
4930513N20Rik	65	85	64	49	71	66
4930513O06Rik	0	0	0	0	0	0
4930515G01Rik	37	36	35	42	34	33
4930515G13Rik-201	0	0	1	0	0	1
4930515L19Rik	0	0	0	0	0	0
4930517G19Rik	612	613	588	511	570	451
4930517J16Rik	2	2	0	2	5	4
4930518C09Rik	30	49	33	19	39	32
4930518I15Rik	100	100	80	118	149	139
4930518J20Rik	3	3	1	1	0	0
4930519E07Rik	0	0	0	0	0	0
4930519F16Rik-008	0	1	0	1	1	1
4930519G04Rik	2	5	3	18	10	26
4930519P11Rik	5	2	7	1	5	0
4930520M14Rik	34	40	35	27	33	37
4930521E06Rik	16	7	9	14	17	13
4930522H14Rik	0	0	0	0	0	0
4930522L14Rik	148	167	130	123	162	234
4930522N08Rik	50	46	31	30	48	42
4930522O17Rik	1	0	0	0	0	0
4930523C07Rik	9	7	6	7	9	15
4930524B15Rik	5	2	3	0	0	2
4930524J08Rik	36	26	18	21	15	25
4930524N10Rik	0	0	0	0	0	0
4930524O07Rik	764	726	571	426	504	583
4930525G20Rik	373	321	260	157	203	213
4930526L06Rik	23	27	27	21	17	23
4930526M16Rik	0	0	0	0	0	0
4930527B05Rik	16	23	15	8	25	10
4930527E20Rik	2	2	0	13	16	11
4930527J03Rik	0	1	0	0	0	0
4930527J03Rik-201	0	1	0	0	0	0
4930528J11Rik	284	275	189	207	256	278
4930533B01Rik	29	32	28	9	21	15
4930533I22Rik	1	0	0	0	0	0
4930533K18Rik	7	8	8	5	6	4
4930533L02Rik	0	0	1	0	0	0
4930534D22Rik	151	155	117	101	148	135
4930535I16Rik	65	69	39	40	45	46
4930535L15Rik	6	12	11	10	17	14
4930537H20Rik	37	23	17	15	39	26
4930538E20Rik	8	16	14	10	12	9
4930538K18Rik	52	47	38	45	60	52
4930539E08Rik	37	32	25	22	33	43
4930539J05Rik	256	285	206	180	204	236
4930540E01Rik	0	0	0	0	0	0
4930542C12Rik	0	1	0	0	1	1
4930544D05Rik	7	3	4	7	3	2
4930544G11Rik	0	0	0	0	0	0
4930544L04Rik	0	0	0	0	0	0
4930545L23Rik	5	6	2	1	7	9
4930546C10Rik	0	0	1	0	0	0
4930548H24Rik	4	0	4	2	5	6
4930549C01Rik	0	0	0	0	0	0
4930550C14Rik	13	9	6	2	4	7
4930550L24Rik	10	8	5	8	14	3
4930551O13Rik	682	673	519	523	620	645
4930553I04Rik	0	1	0	0	0	0
4930553M12Rik	0	1	0	0	0	0
4930554G22Rik	0	0	0	0	0	0
4930555G01Rik	3	0	0	1	1	0
4930556I23Rik	0	0	1	0	1	1
4930556J24Rik	428	350	249	285	283	351
4930556N13Rik	38	27	36	50	37	31
4930557A04Rik	0	0	0	0	0	1
4930557B06Rik	2	1	2	0	0	0
4930557J02Rik	3	3	0	2	2	1
4930558C23Rik	0	0	0	0	0	0
4930558K02Rik	5	6	4	2	0	7
4930560O18Rik	62	71	78	39	35	44
4930562C15Rik	103	129	111	79	111	99
4930562D21Rik	0	0	1	1	1	0
4930563D23Rik	1	5	2	0	2	3
4930563F08Rik	10	20	9	6	9	4
4930563H07Rik	0	0	0	0	0	0
4930563I02Rik	36	17	26	15	20	16
4930563M21Rik	11	8	10	0	3	9
4930564D02Rik	1	0	0	0	0	0
4930565N06Rik	189	154	143	93	172	160
4930566F21Rik	51	60	34	50	46	52
4930566N20Rik	52	22	32	32	27	30
4930567H17Rik	0	0	1	0	0	0
4930568D16Rik	1	0	5	0	2	0
4930569F06Rik	0	0	0	0	1	0
4930570N18Rik	2	1	2	0	2	6
4930572O03Rik	0	8	0	1	0	1
4930577N17Rik	41	53	38	26	44	39
4930578C19Rik	6	18	6	6	4	11
4930578G10Rik	23	25	16	1	0	3
4930578I06Rik	2	1	1	0	1	0
4930578I07Rik	3	4	1	1	2	1
4930579F01Rik	0	0	0	1	2	1
4930579G18Rik	540	500	358	337	420	398
4930579G24Rik	359	346	255	242	257	295
4930579H20Rik	1	1	0	0	0	0
4930579M01Rik	0	0	0	0	0	0
4930583I09Rik	0	0	0	0	0	0
4930583K01Rik	1	2	4	0	2	2
4930588G17Rik	133	134	129	107	122	125
4930588K23Rik	0	0	0	0	2	1
4930589O11Rik	31	33	22	32	28	28
4930589P08Rik	25	15	11	7	14	9
4930590H14Rik	0	0	0	0	0	0
4930590J08Rik	51	42	24	36	26	27
4930590L20Rik	0	1	1	0	2	3
4930593C16Rik	0	0	0	0	1	1
4930594C11Rik	18	19	25	16	21	16
4930595D18Rik	5	4	10	6	16	10
4930595M18Rik	0	0	0	0	0	0
4930595O18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596I21Rik	14	7	14	9	10	8
4930597L12Rik	1	0	2	3	0	0
4930599N23Rik	248	261	189	138	219	181
4930599N24Rik	14	31	30	21	25	18
4931400O07Rik	0	0	0	0	0	0
4931406B18Rik	1	0	0	0	1	0
4931406C07Rik	325	315	255	208	308	300
4931406P16Rik	3983	3615	2686	3226	3737	4006
4931408C20Rik	0	0	0	0	0	0
4931409K22Rik	2	5	0	4	4	9
4931412I15Rik	6	4	4	2	8	5
4931414P19Rik	197	219	157	181	181	205
4931417E11Rik	0	0	0	0	0	0
4931419H13Rik	0	0	0	0	0	0
4931422A03Rik	192	205	176	132	121	110
4931423N10Rik	23	16	16	3	19	12
4931428F04Rik	849	839	605	505	639	739
4931428L18Rik	5	12	9	3	2	8
4931429L15Rik	6	14	9	6	7	8
4931431C16Rik	204	207	139	124	196	169
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	38	38	23	18	31	41
4932411E22Rik	85	74	80	17	33	34
4932411N23Rik	0	0	0	0	0	0
4932413F04Rik	156	146	188	115	137	123
4932414N04Rik	0	0	0	1	0	0
4932415D10Rik	0	1	0	0	0	0
4932416K20Rik-201	0	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0
4932431L22Rik	0	0	0	0	0	0
4932431P20Rik	0	0	0	0	0	0
4932438A13Rik	13425	12610	9963	8685	11006	11046
4932438H23Rik	14	11	10	4	2	4
4932442E05Rik	682	773	587	537	621	641
4932443I19Rik	6	9	5	4	9	10
4932443L11Rik	542	512	393	420	437	456
4932702P03Rik	262	274	221	213	232	236
4933400A11Rik	4	1	0	0	1	1
4933401J01Rik	0	0	0	0	0	0
4933402D24Rik	43	20	17	16	21	21
4933402E13Rik	0	0	0	0	0	0
4933402J07Rik	0	1	1	0	0	0
4933402N03Rik	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	1	0
4933402P03Rik	2	3	1	0	0	1
4933403L11Rik	0	0	0	0	0	1
4933403O08Rik	1	1	0	0	0	0
4933405D12Rik	2	0	4	1	5	3
4933405L10Rik	6	2	3	5	8	1
4933405O20Rik	0	2	0	0	1	1
4933406J10Rik	146	149	119	29	16	22
4933406L23Rik	2	7	6	1	1	5
4933406M09Rik	0	0	0	2	1	0
4933406P04Rik	75	103	67	70	69	97
4933407I08Rik	8	13	11	6	3	5
4933407L21Rik	16	15	16	6	7	2
4933408B17Rik	99	106	75	56	88	76
4933408J17Rik	54	85	71	52	59	35
4933408N05Rik	9	7	11	6	5	9
4933409G03Rik	1	0	0	0	0	0
4933411G06Rik	0	0	0	0	0	0
4933411K16Rik	4	4	3	3	4	4
4933411O13Rik	51	55	36	15	21	30
4933412A08Rik-201	137	107	98	121	115	122
4933412E24Rik	0	0	0	0	0	0
4933412L11Rik	5	9	7	7	5	4
4933413C19Rik	3	2	2	1	2	2
4933413G19Rik	3	3	1	2	0	4
4933413L06Rik	301	374	271	178	302	246
4933414I15Rik	0	0	0	0	0	0
4933415A04Rik	21	34	31	28	22	25
4933415F23Rik	0	1	0	0	0	0
4933415J04Rik	0	0	0	0	0	0
4933416C03Rik	2	12	5	6	10	8
4933416I08Rik-001	7	6	5	1	4	3
4933416M07Rik	38	29	44	35	31	37
4933417A18Rik	2	0	1	0	0	0
4933417C20Rik	135	121	127	219	246	247
4933417D19Rik	68	62	48	38	75	55
4933417O13Rik	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0
4933423L19Rik	0	0	0	0	0	0
4933423P22Rik	15	27	14	10	17	15
4933424G06Rik	22	14	24	9	13	16
4933424L21Rik	72	67	63	23	40	36
4933424N20Rik	0	0	0	0	0	0
4933425D22Rik	6	5	5	2	4	3
4933425L06Rik	0	1	0	2	5	0
4933425M03Rik	2	2	1	4	2	1
4933426K07Rik	100	139	106	73	120	83
4933427D14Rik	865	828	677	643	804	824
4933427E11Rik	41	42	29	33	32	48
4933427I04Rik	24	12	8	5	10	4
4933427J07Rik	5	1	0	1	2	0
4933428G20Rik	201	203	143	128	137	166
4933428M09Rik	0	0	0	0	0	0
4933428P19Rik	183	187	141	132	161	154
4933429H19Rik	128	124	107	96	93	72
4933430H06Rik	20	16	18	14	17	7
4933430I17Rik	56	50	43	48	36	51
4933430L12Rik	130	82	71	55	74	84
4933431C10Rik	152	170	139	126	208	156
4933431E20Rik	1702	1656	1116	1319	1424	1615
4933431G14Rik	15	7	10	5	16	17
4933431K14Rik	238	226	159	153	168	202
4933432K03Rik	5	8	2	4	7	5
4933434E20Rik	4063	3726	2893	2735	3040	3252
4933436F18Rik	2	5	1	3	2	3
4933436I01Rik	0	0	0	0	0	0
4933437G19Rik	4	4	2	2	3	6
4933438K21Rik	0	1	0	7	11	7
4933439N06Rik	0	0	0	0	0	0
4933440N22Rik	119	100	110	94	114	121
5031410I06Rik	5	5	1	14	6	3
5031414D18Rik	11	9	2	8	6	4
5031434C07Rik	6	7	1	1	1	1
5031439G07Rik	2582	2560	1815	1632	1807	2019
5033417F24Rik	303	296	220	228	278	323
5330406M23Rik	68	84	55	41	73	49
5330417C22Rik	408	457	296	243	314	315
5330417H12Rik	1	4	0	2	0	0
5330425B07Rik	0	1	0	0	0	0
5330437M03Rik	1	2	0	0	3	0
5330438D12Rik-201	364	345	273	254	311	320
5330438I03Rik	127	98	74	40	46	40
5330439A09Rik	30	36	26	16	26	21
5330439B14Rik	6	6	6	2	5	3
5430400D12Rik	49	43	29	54	64	41
5430401F13Rik	0	0	0	1	1	1
5430402E10Rik	0	0	0	0	0	0
5430402O13Rik	95	80	74	60	74	97
5430403G16Rik	188	187	191	127	183	172
5430416O09Rik	29	13	14	17	20	28
5430419D17Rik	1224	1119	1048	691	638	620
5430420F09Rik	24	24	19	13	11	19
5430427M07Rik	1	1	0	0	1	0
5430427O19Rik	5	6	0	1	1	4
5430433H01Rik	1	1	0	0	0	1
5430434F05Rik	156	163	142	91	148	109
5530400C23Rik	0	0	0	0	0	0
5530400K19Rik	4	4	5	5	1	5
5530401A14Rik	61	78	78	35	97	65
5730408A14Rik	50	73	47	16	47	31
5730409E04Rik	681	696	449	457	550	618
5730455P16Rik	1730	1535	1241	1045	1180	1227
5730480H06Rik	362	410	260	289	361	351
5730488B01Rik	1	0	0	0	0	0
5730507A11Rik	160	134	142	73	148	122
5730507C01Rik	228	196	161	81	65	102
5730508B09Rik	90	94	81	49	78	85
5730522E02Rik	7	6	13	4	7	7
5730559C18Rik	1	1	0	2	3	1
5730585A16Rik	0	0	0	0	0	0
5730596B20Rik	0	0	0	0	0	0
5830411K02Rik	1	2	0	3	1	2
5830411N06Rik	0	0	0	0	0	1
5830415G21Rik	1	5	1	0	0	0
5830417I10Rik-001	8615	7658	6198	2650	2763	3253
5830432E09Rik	23	16	14	14	26	14
5830437K03Rik	0	0	0	0	0	0
5830444F18Rik	17	17	16	7	13	7
5830454E08Rik	105	73	60	64	88	97
5830462I19Rik	1145	1130	910	827	872	964
5830468F06Rik	18	28	12	19	27	20
5830473C10Rik	1	0	0	3	0	0
5930409G06Rik	81	79	66	64	64	89
5930420M18Rik	218	182	182	162	188	183
5930422O12Rik	17	14	6	6	6	5
6030400A10Rik	43	50	49	37	55	25
6030419C18Rik	1391	1301	901	1077	1125	1256
6030445D17Rik	13	13	7	8	15	11
6030452D12Rik	0	0	0	0	0	0
6030458C11Rik	2413	2363	1864	1865	2125	2190
6030460B20Rik	2	5	4	1	2	7
6030468B19Rik	0	0	0	0	0	1
6030469F06Rik	0	0	0	0	0	0
6030498E09Rik	8	7	8	6	5	11
6330403L08Rik	175	213	141	136	181	192
6330408A02Rik	480	554	391	348	425	468
6330409D20Rik	9	16	8	10	13	7
6330410L21Rik	8	1	2	4	5	6
6330415B21Rik	37	36	24	9	23	21
6330418K02Rik	415	422	303	250	301	327
6330419E04Rik	13	25	21	9	14	11
6330562C20Rik	22	24	14	19	29	19
6430500D05Rik	1	2	2	0	5	0
6430503K07Rik	0	0	0	0	0	0
6430511E19Rik	1473	1353	1090	862	1071	1072
6430531B16Rik	46	44	31	39	47	39
6430548M08Rik	14871	13091	10136	9504	10065	11507
6430550D23Rik	87	88	53	59	63	80
6430571L13Rik	1705	1644	1232	1352	1458	1647
6430573F11Rik	235	221	132	284	314	342
6430628N08Rik	2	1	0	1	0	0
6530409C15Rik	131	128	104	84	95	80
6530437J22Rik	243	229	180	143	188	190
6720464F23Rik	49	45	39	30	32	29
6720469O03Rik	9	13	7	5	9	5
6720475M21Rik	13	8	10	2	11	8
6720482G16Rik	27	32	30	20	32	43
6720489N17Rik	165	114	114	56	86	85
6820402A03Rik	199	200	162	0	0	0
6820408C15Rik	67	67	55	49	49	63
6820431F20Rik	2116	2052	1564	2791	3168	3637
7330404K18Rik	3	4	1	2	0	0
7330423F06Rik	1	1	1	2	2	1
7420426K07Rik	0	0	0	0	0	0
7420461P10Rik	1	1	1	1	1	6
7530416G11Rik	0	0	0	0	0	0
8030411F24Rik	0	0	0	0	0	0
8030423J24Rik	1	1	1	0	0	0
8030443G20Rik	1	3	5	3	9	6
8030445P17Rik	41	92	47	36	60	45
8030462N17Rik	4893	4711	3460	3415	3759	4098
8030474K03Rik	0	2	0	1	3	0
8030487O14Rik	6	16	12	7	8	4
8430408G22Rik	19	20	23	24	36	22
8430422M14Rik	115	115	84	92	97	100
8430432A02Rik	116	79	68	66	88	104
9030204H09Rik	25	21	21	4	17	13
9030612E09Rik	55	49	29	42	39	48
9030617O03Rik	157	130	98	33	37	46
9030619P08Rik	0	0	0	0	0	0
9030624G23Rik	104	88	95	285	327	413
9030624J02Rik	2468	2323	1845	1816	1983	2217
9130008F23Rik	26	14	10	4	5	5
9130011E15Rik	1057	980	766	673	739	871
9130015G15Rik	5	10	7	6	6	4
9130019O22Rik	586	561	424	450	428	523
9130023H24Rik	949	831	725	654	732	849
9130204L05Rik	0	0	0	0	0	0
9130208D14Rik-001	22	13	13	10	12	8
9130213A22Rik	10	28	13	25	34	39
9130221H12Rik	1552	1448	1097	1078	1176	1359
9130230L23Rik	1	0	0	0	0	0
9130401M01Rik	740	716	581	554	593	616
9130409I23Rik	6	2	3	9	12	12
9130409J20Rik	0	0	0	0	0	0
9130410C08Rik	0	0	1	0	0	1
9230019H11Rik	0	0	0	0	0	0
9230102O04Rik	0	0	0	0	0	0
9230104L09Rik	1	0	1	0	1	1
9230104M06Rik	74	85	72	55	87	81
9230105E05Rik	2	2	0	0	0	0
9230106D20Rik	0	0	0	0	0	0
9230109A22Rik	2	0	0	0	0	0
9230110C19Rik	144	126	101	91	109	102
9230110F15Rik	0	0	1	0	0	0
9230112D13Rik	0	0	0	0	0	0
9230112E08Rik	822	745	607	526	643	591
9230113P08Rik	0	0	0	0	0	0
9230114J08Rik	0	0	0	0	0	0
9230117E06Rik	4	0	2	2	1	1
9330020H09Rik	686	563	471	431	455	524
9330121J05Rik	1185	1199	1004	667	729	777
9330132A10Rik-201	648	601	417	369	460	480
9330151L19Rik	897	952	701	705	781	801
9330154K18Rik	17	15	10	12	11	10
9330159F19Rik	923	881	596	794	856	873
9330160F10Rik	430	401	316	266	326	318
9330161L09Rik	47	46	34	27	42	44
9330162B11Rik	56	83	66	37	47	49
9330162G02Rik	2564	2725	2063	1725	2233	2230
9330171B17Rik	28	21	23	21	18	23
9330175M20Rik	1	0	0	0	1	0
9330179D12Rik	9	9	4	0	5	3
9330182L06Rik	1817	1635	1277	1064	1194	1327
9330182O14Rik	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0
9430007M09Rik	1	2	1	0	2	1
9430015G10Rik	460	469	328	379	465	481
9430016H08Rik	984	920	694	633	753	804
9430018G01Rik	16	22	13	14	16	16
9430020K01Rik	1455	1431	1122	900	1093	1187
9430025C20Rik-201	39	51	41	18	31	19
9430034N14Rik	136	143	107	135	189	150
9430037O13Rik	0	0	0	0	0	0
9430038I01Rik	70	61	40	38	68	59
9430041J12Rik	520	464	423	360	423	385
9430041J12Rik-201	180	172	140	148	172	153
9430053O09Rik	20	24	22	10	22	17
9430060I03Rik	156	139	102	108	115	143
9430062P05Rik	3	9	1	3	6	2
9430064I24Rik	194	176	118	143	146	159
9430069I07Rik	10	11	4	3	3	0
9430073C21Rik	0	0	0	0	0	0
9430076C15Rik	35	39	46	34	52	39
9430083B18Rik	1	0	1	0	2	2
9430087B13Rik	1	4	5	0	0	0
9430087J23Rik	5	11	6	8	11	3
9430092D12Rik	10	16	10	4	11	7
9430097D07Rik	26	38	25	27	32	35
9530002B09Rik	0	0	0	0	0	0
9530003J23Rik	1	1	0	0	0	0
9530003O04Rik	29	37	17	18	30	25
9530013L04Rik	0	1	3	1	3	2
9530018H14Rik	0	0	0	0	0	0
9530022L04Rik	6	4	2	4	7	7
9530026P05Rik	91	106	58	42	44	53
9530034A14Rik	0	1	0	0	0	0
9530034E10Rik	6	4	8	2	4	6
9530036M11Rik	1	3	2	4	7	4
9530036O11Rik	36	23	16	15	12	23
9530046B11Rik	31	29	34	25	33	18
9530053A07Rik	3	9	6	4	5	7
9530056K15Rik	54	51	25	47	51	45
9530056K15Rik-201	54	51	25	47	51	45
9530062K07Rik	57	58	47	41	59	64
9530068E07Rik	3440	3271	2334	2199	2352	2771
9530077C05Rik	491	429	332	395	405	433
9530078K11Rik	5	3	5	3	3	5
9530085L11Rik	781	763	647	533	620	601
9530085P06Rik	1	1	0	0	0	0
9530086O07Rik	5	13	7	4	11	7
9530097N15Rik	19	24	17	10	17	17
9630001P10Rik	277	263	143	148	228	184
9630010A21Rik	200	247	197	152	219	201
9630013K17Rik	29	43	25	34	33	28
9630028B13Rik	100	122	91	44	65	66
9630028H03Rik	79	57	57	55	67	55
9630041A04Rik	2	1	2	0	0	4
9830107B12Rik	0	0	0	0	0	0
9930004E17Rik	51	32	26	26	37	40
9930012K11Rik	56	47	29	57	48	58
9930021J03Rik	4437	4247	3136	2982	3310	3552
9930022D16Rik	2	2	2	0	2	0
9930111J21Rik1	34	45	34	17	25	24
9930111J21Rik2	50	55	44	28	39	43
9930120I10Rik	88	57	84	64	57	46
A030005K14Rik	0	0	0	0	0	0
A030012G06Rik	0	0	1	0	1	1
A130006I12Rik-201	44	34	39	38	44	46
A130010J15Rik	1406	1219	936	902	1010	1090
A130014A01Rik	520	484	320	345	346	424
A130048G24Rik	21	24	13	22	25	17
A130050O07Rik	136	182	148	143	179	179
A130051J06Rik	20	10	15	11	15	11
A130057D12Rik	62	41	56	47	51	63
A130071D04Rik	0	1	1	0	1	2
A1bg	105	102	77	50	72	72
A1cf	2	1	2	0	3	0
A230005M16Rik	210	200	135	126	142	150
A230009B12Rik	50	62	57	25	38	34
A230020J21Rik	104	124	91	90	92	84
A230046K03Rik	2774	2570	1951	1869	2235	2356
A230050P20Rik	1017	987	673	727	783	849
A230052G05Rik	40	40	29	24	22	36
A230060F14Rik	77	79	52	40	45	65
A230065H16Rik	8	12	1	1	1	9
A230065N10Rik	35	45	29	29	31	37
A230072E10Rik	264	273	212	193	230	249
A230072I06Rik	0	0	0	0	1	1
A230077H06Rik	625	550	447	225	285	298
A230083G16Rik	52	54	38	41	55	76
A230083N12Rik	172	183	124	90	120	135
A230103L15Rik	115	156	114	82	117	90
A230107N01Rik	148	141	111	103	108	112
A230108P19Rik	28	29	24	16	17	21
A26c2	0	0	0	0	0	0
A2m	421	482	237	268	292	291
A330015K06Rik	213	188	142	168	199	233
A330017A19Rik	58	48	38	41	46	50
A330041J22Rik	110	112	81	82	116	98
A330044P14Rik	0	0	0	0	0	0
A330044P14Rik-001	0	0	0	0	0	0
A330058E17Rik	0	1	1	1	1	1
A330070K13Rik	0	1	0	1	1	1
A330074H02Rik	6	7	7	1	10	8
A330093E20Rik	76	81	82	54	89	67
A3galt2	90	103	90	79	96	95
A430005L14Rik	690	631	497	478	552	527
A430010J10Rik-201	4	9	3	3	2	5
A430027C01Rik	111	86	56	61	68	70
A430027H14Rik	4	1	1	3	3	5
A430033K04Rik	1634	1603	1203	897	947	1088
A430050A11Rik	0	0	1	0	0	1
A430060F13Rik-001	0	0	0	0	0	0
A430072C10Rik	0	0	0	0	0	0
A430078G23Rik	1	0	0	0	1	0
A430078I02Rik	96	124	89	73	96	93
A430089I19Rik	0	0	0	0	0	0
A430105I19Rik	482	482	329	307	379	382
A430110C17Rik	70	61	45	47	55	56
A4galt	46	56	42	26	34	50
A4gnt	0	0	0	0	0	0
A530010F05Rik	0	0	0	0	0	0
A530016L24Rik	17	13	10	33	40	40
A530020G20Rik	2	2	0	3	4	3
A530030E21Rik	0	0	0	1	0	0
A530032D15Rik	41	36	22	16	23	23
A530040E14Rik	3	3	3	1	8	3
A530041M06Rik	127	124	116	139	168	147
A530064D06Rik	0	1	0	1	1	0
A530064N14Rik	78	70	69	43	70	59
A530083M17Rik	3	8	2	1	3	1
A530084C06Rik	40	21	21	11	19	19
A530095I07Rik	9	14	5	3	2	4
A530099J19Rik	0	0	0	0	0	0
A630001G21Rik	4	2	0	2	6	2
A630010A05Rik	0	0	0	0	0	0
A630012P03Rik	1	1	2	0	3	1
A630014C17Rik	6	9	3	4	7	8
A630023A22Rik	0	0	2	5	4	2
A630033H20Rik	5	4	1	4	6	6
A630072M18Rik	492	515	339	311	359	362
A630073D07Rik	0	0	0	0	0	0
A630076J17Rik	76	86	46	114	131	131
A630081D01Rik	0	2	1	1	2	1
A630095E13Rik	0	0	0	0	0	0
A630095N17Rik	32	21	22	24	29	27
A730011C13Rik	565	522	429	352	486	446
A730013G03Rik	7	10	7	3	3	4
A730015C16Rik	166	137	131	108	121	98
A730017C20Rik	788	804	526	504	532	606
A730018C14Rik	0	1	1	0	0	0
A730020E08Rik	449	447	308	278	291	366
A730032A03Rik	0	0	0	0	0	0
A730035I17Rik	1334	1333	1020	961	1143	1182
A730035I17Rik-201	173	227	163	181	191	189
A730046J19Rik	1225	1210	729	814	1012	1029
A730049H05Rik	8	19	13	11	10	9
A730056A06Rik	44	46	28	32	34	40
A730061H03Rik	112	98	75	68	104	72
A730062M13Rik	2	5	3	3	8	2
A730071L15Rik	96	91	80	71	82	95
A730089K16Rik	10	5	5	5	10	11
A730090N16Rik	10	13	11	5	11	12
A730094K22Rik	4	11	5	4	3	0
A730098A19Rik	24	20	14	9	20	22
A830005F24Rik	43	52	39	32	30	36
A830010M20Rik	5828	5178	3821	3844	4146	4570
A830011K09Rik	1	1	2	1	0	0
A830018L16Rik	268	213	166	133	108	161
A830031A19Rik	0	0	0	0	0	0
A830036E02Rik	74	104	88	7	18	22
A830073O21Rik	50	32	28	18	25	31
A830080D01Rik	637	610	429	398	423	427
A830082K12Rik	369	323	238	186	191	227
A830092H15Rik	154	163	109	77	83	79
A930002H02Rik	12	9	4	11	13	16
A930002H24Rik	38	38	21	27	36	29
A930003A15Rik	3742	3350	2680	2620	2888	3254
A930004D18Rik	1499	1403	1059	914	985	1058
A930004J17Rik	1028	1036	859	751	920	802
A930005G22Rik	670	559	469	643	804	687
A930005N03Rik	626	578	481	295	399	366
A930006L05Rik	238	211	169	156	193	173
A930009A15Rik	69	73	54	112	154	138
A930011G23Rik	2279	2063	1553	1456	1721	1834
A930012L18Rik	101	112	67	53	74	65
A930014E01Rik	19	21	8	2	8	17
A930015D03Rik	262	230	167	633	607	701
A930016O22Rik	205	188	135	138	147	181
A930017K11Rik	129	94	73	65	85	94
A930017M01Rik-201	291	249	213	228	244	262
A930018M24Rik	127	123	85	315	352	332
A930018P22Rik	54	55	47	23	31	36
A930019D19Rik	57	45	38	26	23	30
A930024E05Rik	591	553	465	460	568	515
A930028O11Rik	3	5	5	3	7	5
A930030B08Rik	345	391	291	14	26	24
A930032L01Rik	32	26	16	26	23	20
A930033H14Rik	1008	714	579	644	762	792
A930035D04Rik-201	25	38	28	39	47	26
A930036I15Rik	69	74	72	42	71	65
A930036K24Rik	3100	2588	2336	3329	3716	4064
A930041C12Rik	449	369	322	172	222	250
AA386476	211	170	150	146	175	152
AA387200	11	11	9	4	8	8
AA415398	248	241	198	116	168	205
AA467197	21	43	19	6	10	6
AA474408	198	163	145	146	172	139
AA623943-001	0	0	0	0	0	0
AA645442	0	0	0	1	0	1
